id,model,year_of_manufacture,mileage,count_trip,last_maintenance_date,to
45678,Haval F7,2020,261112,545016,2023-09-15,1
45679,Geely Tugella,2019,284565,736720,2023-12-26,1
45680,LADA (VAZ) Vesta,2020,319044,404932,2023-05-22,1
45681,Volkswagen Polo,2015,371805,579430,2024-02-21,1
45682,EXEED TXL,2022,127352,206010,2023-04-25,1
45683,Haval F7,2018,360625,618965,2024-05-18,1
45684,Geely Tugella,2020,253860,559744,2023-11-02,1
45685,Hyundai Solaris,2024,28001,25418,2023-11-24,1
45686,Hyundai Accent,2023,73609,146947,2023-11-04,1
45687,Haval F7,2024,12874,2754,2023-09-11,1
45688,Renault Logan,2023,79905,135152,2023-09-26,1
45689,LADA (VAZ) Vesta,2020,200500,520392,2023-06-05,1
45690,Chevrolet Lacetti,2023,53230,138251,2023-04-10,1
45691,Geely Tugella,2020,278820,417228,2023-01-15,1
45692,Chery Tiggo 4,2019,272875,622990,2024-03-31,1
45693,Chevrolet Lacetti,2023,54863,103784,2023-03-19,1
45694,LADA (VAZ) Vesta,2023,74791,146971,2023-07-03,1
45695,Kia Rio,2022,122100,214004,2023-01-13,1
45696,KIA Spectra,2021,218232,349140,2023-05-16,1
45697,Chevrolet Lacetti,2024,14491,26875,2023-04-17,1
45698,Nissan Note,2017,368420,693450,2024-03-18,1
45699,Chery Tiggo 4,2022,107734,282274,2023-07-17,1
45700,Hyundai Solaris,2024,1682,24903,2023-07-11,1
45701,Hyundai Solaris,2023,76083,145309,2023-03-08,1
45702,Nissan Note,2018,304800,523030,2023-12-29,1
45703,Haval F7,2021,190086,436767,2023-06-28,1
45704,Kia Rio,2019,399120,644660,2024-02-11,1
45705,Hyundai Solaris,2023,70453,104555,2023-04-17,1
45706,Chevrolet Aveo,2018,394030,732975,2024-02-08,1
45707,LADA (VAZ) Vesta,2024,24028,23032,2023-03-09,1
45708,Haval F7,2013,342460,709225,2024-03-25,1
45709,Chery Tiggo 7 Pro,2024,14054,14618,2023-10-24,1
45710,Nissan Note,2023,63872,147013,2023-07-19,1
45711,Hyundai Accent,2022,141182,224636,2023-02-15,1
45712,LADA (VAZ) Vesta,2016,319240,621975,2024-03-19,1
45713,Chery Tiggo 4,2014,256355,712915,2024-03-19,1
45714,Chevrolet Aveo,2024,3965,19701,2023-11-17,1
45715,KIA Spectra,2022,124686,278342,2023-11-21,1
45716,Volkswagen Polo,2014,368695,500785,2024-03-12,1
45717,Haval F7,2022,141208,266950,2023-07-29,1
45718,Hyundai Solaris,2022,115314,226454,2023-03-24,1
45719,Renault Logan,2021,200607,314253,2023-01-16,1
45720,Volkswagen Polo,2024,19326,6375,2023-03-28,1
45721,Hyundai Accent,2021,238797,337902,2023-11-23,1
45722,Kia Rio,2024,26207,1763,2023-11-17,1
45723,Nissan Note,2017,354575,553120,2024-01-09,1
45724,Volkswagen Polo,2023,73074,136918,2023-01-30,1
45725,Hyundai Accent,2024,14868,21258,2023-05-19,1
45726,EXEED TXL,2021,232356,314460,2023-03-11,1
45727,Chery Tiggo 4,2022,150084,296082,2023-07-08,1
45728,Haval F7,2022,144014,294766,2023-04-07,1
45729,Chevrolet Aveo,2018,290740,587070,2024-05-09,1
45730,Chery Tiggo 7 Pro,2016,258900,642700,2024-02-14,1
45731,EXEED TXL,2023,68481,143833,2023-10-02,1
45732,EXEED TXL,2014,335175,738060,2023-12-20,1
45733,KIA Spectra,2020,276840,588292,2023-05-30,1
45734,Nissan Note,2013,304565,514315,2024-01-27,1
45735,Chery Tiggo 4,2022,100174,293806,2023-03-04,1
45736,Renault Logan,2014,278105,730365,2024-06-14,1
45737,Geely Tugella,2024,5955,311,2023-10-27,1
45738,Geely Tugella,2020,276000,425240,2023-02-17,1
45739,Volkswagen Polo,2023,68267,104794,2023-09-12,1
45740,EXEED TXL,2021,185325,378852,2023-11-07,1
45741,KIA Spectra,2015,259235,610595,2024-06-09,1
45742,KIA Spectra,2019,291475,736475,2024-01-13,1
45743,Renault Logan,2018,300600,689250,2024-01-30,1
45744,KIA Spectra,2020,246884,547144,2023-08-15,1
45745,Hyundai Accent,2023,75612,101798,2023-04-07,1
45746,Chery Tiggo 7 Pro,2019,365265,628115,2024-01-30,1
45747,Chevrolet Lacetti,2019,398745,589330,2024-01-10,1
45748,Chery Tiggo 4,2015,391365,640265,2024-02-22,1
45749,Haval F7,2023,64098,127305,2023-07-01,1
45750,Geely Tugella,2020,205564,485692,2023-07-20,1
45751,Chery Tiggo 7 Pro,2023,67345,101682,2023-06-12,1
45752,Chevrolet Aveo,2020,239332,413108,2023-01-07,1
45753,Nissan Note,2022,129316,290566,2023-11-23,1
45754,Hyundai Solaris,2017,267235,649325,2024-05-04,1
45755,Chevrolet Lacetti,2020,222196,571908,2023-06-27,1
45756,EXEED TXL,2020,224752,434296,2023-11-03,1
45757,Haval F7,2022,157014,292448,2023-12-14,1
45758,Haval F7,2018,305105,555540,2024-02-16,1
45759,Nissan Note,2021,158271,433869,2023-10-12,1
45760,Kia Rio,2019,264065,526290,2024-03-13,1
45761,Geely Tugella,2020,277076,473832,2023-09-25,1
45762,Haval F7,2014,390220,671175,2024-05-09,1
45763,Haval F7,2016,269255,607775,2023-12-20,1
45764,Volkswagen Polo,2022,156846,251994,2023-10-03,1
45765,Renault Logan,2013,359075,507180,2024-03-31,1
45766,Nissan Note,2022,135886,242112,2023-09-27,1
45767,LADA (VAZ) Vesta,2017,310970,669410,2024-04-03,1
45768,Volkswagen Polo,2021,158715,396255,2023-10-23,1
45769,Renault Logan,2020,260592,591976,2023-09-19,1
45770,KIA Spectra,2021,204033,439644,2023-09-23,1
45771,Hyundai Accent,2014,271950,636515,2024-06-06,1
45772,Volkswagen Polo,2021,153912,373968,2023-03-11,1
45773,Chery Tiggo 4,2024,11486,20915,2023-03-08,1
45774,Hyundai Accent,2013,321610,513005,2024-05-02,1
45775,LADA (VAZ) Vesta,2022,137666,265794,2023-03-15,1
45776,Hyundai Accent,2021,223071,375021,2023-11-17,1
45777,KIA Spectra,2023,77937,144513,2023-02-17,1
45778,Hyundai Accent,2023,57653,131736,2023-02-11,1
45779,Renault Logan,2023,66396,103528,2023-05-25,1
45780,KIA Spectra,2020,307864,599484,2023-08-15,1
45781,Nissan Note,2022,155176,292090,2023-11-02,1
45782,Haval F7,2022,120214,241850,2023-02-15,1
45783,EXEED TXL,2021,167409,326742,2023-10-16,1
45784,LADA (VAZ) Vesta,2021,179433,422760,2023-10-11,1
45785,Hyundai Solaris,2014,263280,642470,2024-02-03,1
45786,Kia Rio,2019,363825,700045,2024-01-05,1
45787,Hyundai Accent,2021,228081,370881,2023-07-06,1
45788,Nissan Note,2024,28249,10335,2023-06-24,1
45789,LADA (VAZ) Vesta,2021,234462,349542,2023-11-28,1
45790,Nissan Note,2015,358895,727940,2024-01-06,1
45791,Chevrolet Aveo,2024,18729,25690,2023-01-08,1
45792,Geely Tugella,2014,373015,740610,2024-03-20,1
45793,Chery Tiggo 4,2018,282810,527080,2024-05-19,1
45794,Chevrolet Lacetti,2020,288160,419264,2023-12-02,1
45795,LADA (VAZ) Vesta,2024,6877,4592,2023-11-23,1
45796,Volkswagen Polo,2021,203034,303930,2023-11-27,1
45797,Hyundai Solaris,2016,391690,705860,2024-04-08,1
45798,KIA Spectra,2021,203397,420606,2023-02-01,1
45799,Chevrolet Aveo,2015,310190,730220,2024-03-14,1
45800,Hyundai Accent,2020,236260,512500,2023-10-05,1
45801,LADA (VAZ) Vesta,2021,228546,329340,2023-09-04,1
45802,Kia Rio,2022,128410,238998,2023-07-04,1
45803,Chery Tiggo 4,2017,364800,627735,2024-06-13,1
45804,Haval F7,2015,260820,551385,2024-03-15,1
45805,Chery Tiggo 7 Pro,2018,306650,596310,2024-01-01,1
45806,Chery Tiggo 4,2020,239496,500540,2023-03-04,1
45807,Geely Tugella,2022,107634,298768,2023-10-21,1
45808,Volkswagen Polo,2016,314935,588315,2024-01-25,1
45809,Chery Tiggo 4,2020,286048,453844,2023-05-25,1
45810,Hyundai Accent,2020,312804,495004,2023-05-19,1
45811,Chevrolet Lacetti,2016,286225,644915,2024-03-30,1
45812,EXEED TXL,2014,256930,582750,2024-05-05,1
45813,Hyundai Solaris,2020,276180,437664,2023-01-25,1
45814,Chery Tiggo 4,2019,386000,627535,2024-03-11,1
45815,Renault Logan,2017,337060,641870,2024-03-18,1
45816,Hyundai Solaris,2023,63137,146404,2023-01-17,1
45817,LADA (VAZ) Vesta,2019,286560,673170,2024-02-14,1
45818,Chery Tiggo 7 Pro,2023,66111,110110,2023-01-21,1
45819,EXEED TXL,2023,78642,130812,2023-11-27,1
45820,Kia Rio,2013,265565,565505,2024-01-28,1
45821,KIA Spectra,2022,151360,247008,2023-10-02,1
45822,Chery Tiggo 4,2023,66739,119795,2023-09-20,1
45823,Chevrolet Aveo,2023,51254,132575,2023-07-19,1
45824,Nissan Note,2021,162642,301131,2023-04-05,1
45825,Haval F7,2020,287448,573240,2023-10-16,1
45826,Chevrolet Lacetti,2018,263175,728360,2024-04-26,1
45827,Volkswagen Polo,2024,5748,19101,2022-12-31,1
45828,Chery Tiggo 4,2013,364525,665015,2024-05-10,1
45829,Nissan Note,2021,220437,400533,2023-05-30,1
45830,Chery Tiggo 7 Pro,2014,399135,641395,2024-01-31,1
45831,Chery Tiggo 7 Pro,2022,149306,265716,2023-12-03,1
45832,KIA Spectra,2024,28730,4362,2023-09-29,1
45833,Renault Logan,2021,229761,394647,2023-05-15,1
45834,Geely Tugella,2021,160197,381276,2023-10-01,1
45835,Chevrolet Lacetti,2021,189951,337794,2023-02-15,1
45836,EXEED TXL,2023,65945,106575,2023-02-04,1
45837,LADA (VAZ) Vesta,2022,117622,239060,2023-11-28,1
45838,EXEED TXL,2018,321165,735045,2024-02-05,1
45839,LADA (VAZ) Vesta,2020,212688,590812,2023-10-03,1
45840,Haval F7,2020,216244,417188,2023-04-11,1
45841,Haval F7,2024,11358,10727,2023-10-01,1
45842,Chevrolet Lacetti,2017,325865,574500,2024-04-15,1
45843,KIA Spectra,2021,205998,443493,2023-06-10,1
45844,Chevrolet Lacetti,2016,361510,595775,2024-03-09,1
45845,Hyundai Accent,2021,216399,407373,2023-09-06,1
45846,LADA (VAZ) Vesta,2020,224248,515900,2023-08-28,1
45847,EXEED TXL,2017,347300,629480,2023-12-31,1
45848,Geely Tugella,2022,149464,212752,2023-07-26,1
45849,Chery Tiggo 7 Pro,2022,109886,242280,2023-04-28,1
45850,Kia Rio,2014,330100,674285,2024-04-29,1
45851,Nissan Note,2022,138132,275648,2023-10-20,1
45852,Hyundai Accent,2021,192444,326805,2023-07-29,1
45853,Chevrolet Lacetti,2023,62782,128405,2023-11-03,1
45854,Chery Tiggo 4,2024,3498,8446,2023-02-18,1
45855,Chery Tiggo 4,2019,360425,662620,2024-04-12,1
45856,Chevrolet Lacetti,2019,358760,671290,2024-05-14,1
45857,KIA Spectra,2015,327135,728655,2024-01-29,1
45858,Chevrolet Lacetti,2022,153452,206250,2023-06-28,1
45859,Hyundai Solaris,2017,383040,648400,2024-01-24,1
45860,Renault Logan,2024,23216,3590,2023-06-12,1
45861,Haval F7,2021,172560,314430,2023-04-10,1
45862,Chevrolet Aveo,2021,152658,324168,2023-01-06,1
45863,Haval F7,2023,61761,147944,2023-03-24,1
45864,KIA Spectra,2020,207148,453192,2023-02-26,1
45865,Geely Tugella,2024,16892,6662,2023-07-15,1
45866,Geely Tugella,2019,313860,511515,2024-06-11,1
45867,Hyundai Accent,2015,356215,632415,2024-06-17,1
45868,Kia Rio,2022,109908,269722,2023-11-04,1
45869,Hyundai Accent,2024,18399,10628,2023-06-17,1
45870,Chevrolet Aveo,2017,330335,515015,2024-01-12,1
45871,KIA Spectra,2020,294104,588972,2023-08-26,1
45872,Chevrolet Lacetti,2023,79119,123436,2023-01-12,1
45873,KIA Spectra,2020,295780,570192,2023-07-14,1
45874,Renault Logan,2023,79725,131683,2023-06-03,1
45875,Hyundai Solaris,2023,77954,118891,2023-04-10,1
45876,Chery Tiggo 4,2017,252495,740135,2024-06-19,1
45877,Chevrolet Lacetti,2022,128890,256462,2023-09-25,1
45878,Chevrolet Aveo,2022,134710,272180,2023-01-03,1
45879,Renault Logan,2017,326250,700350,2024-05-17,1
45880,KIA Spectra,2015,264700,543380,2024-01-11,1
45881,Renault Logan,2013,371735,520425,2024-03-15,1
45882,Kia Rio,2022,119574,230184,2023-05-27,1
45883,Chery Tiggo 4,2017,284030,723140,2024-05-09,1
45884,KIA Spectra,2015,351870,557040,2023-12-30,1
45885,Chevrolet Aveo,2024,4543,6641,2023-01-27,1
45886,LADA (VAZ) Vesta,2023,58806,125526,2023-01-02,1
45887,Haval F7,2024,22427,20772,2023-01-15,1
45888,Nissan Note,2020,291496,495380,2023-11-10,1
45889,Haval F7,2018,344460,647395,2024-05-22,1
45890,Geely Tugella,2023,57381,143375,2023-06-29,1
45891,Chevrolet Lacetti,2023,53349,148593,2023-02-17,1
45892,Chevrolet Aveo,2021,211614,406515,2023-09-09,1
45893,KIA Spectra,2023,54339,119755,2023-01-11,1
45894,KIA Spectra,2023,61072,113376,2023-07-16,1
45895,Hyundai Solaris,2023,61552,141517,2023-11-01,1
45896,Kia Rio,2022,109166,268192,2023-01-29,1
45897,Hyundai Accent,2024,8656,21215,2023-10-16,1
45898,Hyundai Solaris,2020,219372,514508,2023-07-20,1
45899,Chevrolet Lacetti,2016,255285,542215,2024-03-23,1
45900,EXEED TXL,2014,302640,708920,2023-12-28,1
45901,Chery Tiggo 4,2021,231624,324681,2023-11-22,1
45902,Chery Tiggo 4,2022,152270,283500,2023-08-09,1
45903,Hyundai Solaris,2014,339900,613905,2024-01-05,1
45904,Haval F7,2018,331885,714220,2024-05-25,1
45905,KIA Spectra,2017,387590,550140,2024-05-30,1
45906,Haval F7,2021,228723,347517,2023-04-09,1
45907,Hyundai Accent,2024,2304,16010,2023-03-11,1
45908,Nissan Note,2015,291395,641785,2023-12-21,1
45909,Chevrolet Lacetti,2020,273256,562620,2023-01-13,1
45910,KIA Spectra,2022,159220,245946,2023-06-29,1
45911,Renault Logan,2024,13861,8686,2023-07-19,1
45912,LADA (VAZ) Vesta,2022,112776,270692,2023-10-11,1
45913,Chevrolet Aveo,2020,217696,467988,2023-05-29,1
45914,Geely Tugella,2022,118738,293654,2023-05-17,1
45915,KIA Spectra,2017,270790,636095,2024-04-09,1
45916,Haval F7,2022,124914,278104,2023-09-20,1
45917,LADA (VAZ) Vesta,2019,340265,578620,2024-06-06,1
45918,Hyundai Solaris,2023,61530,130791,2023-06-15,1
45919,Nissan Note,2021,193635,361626,2023-01-25,1
45920,Nissan Note,2016,323285,670590,2024-02-20,1
45921,Chevrolet Lacetti,2024,9476,2275,2023-09-12,1
45922,Hyundai Solaris,2019,397075,647015,2024-01-13,1
45923,Haval F7,2022,156848,205016,2023-03-30,1
45924,Nissan Note,2013,288110,630460,2024-01-17,1
45925,Geely Tugella,2019,257885,565480,2024-01-16,1
45926,LADA (VAZ) Vesta,2020,260724,521764,2023-12-01,1
45927,Geely Tugella,2023,67316,142690,2023-04-20,1
45928,Haval F7,2019,278575,733630,2024-02-09,1
45929,Hyundai Solaris,2017,302915,535245,2024-06-08,1
45930,LADA (VAZ) Vesta,2017,279270,711885,2024-01-05,1
45931,Hyundai Solaris,2023,78144,117877,2023-08-28,1
45932,Nissan Note,2020,279464,488244,2023-11-22,1
45933,Chery Tiggo 7 Pro,2018,276750,537765,2024-04-27,1
45934,Renault Logan,2020,221032,429828,2023-10-21,1
45935,Geely Tugella,2024,16660,28920,2023-07-06,1
45936,Chery Tiggo 7 Pro,2020,284796,508392,2023-09-24,1
45937,Geely Tugella,2024,22055,3043,2023-09-04,1
45938,Chevrolet Lacetti,2021,192510,375630,2023-01-25,1
45939,Chery Tiggo 4,2022,126832,279606,2023-05-29,1
45940,Kia Rio,2017,390870,549560,2024-05-16,1
45941,Haval F7,2015,361020,704740,2024-02-17,1
45942,Chery Tiggo 7 Pro,2019,268785,596930,2024-03-03,1
45943,Nissan Note,2023,75343,131953,2023-03-31,1
45944,Chevrolet Lacetti,2024,22905,2970,2023-07-14,1
45945,Hyundai Accent,2020,318820,530156,2023-01-04,1
45946,Chevrolet Lacetti,2021,214620,302631,2023-10-21,1
45947,Kia Rio,2023,51792,145497,2023-08-31,1
45948,KIA Spectra,2024,11591,28414,2023-01-17,1
45949,Nissan Note,2016,349510,641365,2023-12-28,1
45950,Chevrolet Aveo,2022,133158,252966,2023-11-09,1
45951,Chevrolet Lacetti,2021,235653,313350,2022-12-30,1
45952,Hyundai Solaris,2023,56428,110085,2023-09-27,1
45953,Chevrolet Lacetti,2014,395215,619250,2023-12-22,1
45954,LADA (VAZ) Vesta,2018,374425,673535,2024-05-10,1
45955,Kia Rio,2023,67188,138736,2023-06-20,1
45956,EXEED TXL,2020,203052,514384,2023-08-26,1
45957,Haval F7,2022,159074,256238,2023-07-26,1
45958,Hyundai Accent,2024,13079,11331,2023-08-07,1
45959,Chery Tiggo 7 Pro,2016,396500,663980,2024-06-18,1
45960,Renault Logan,2014,388470,561900,2023-12-31,1
45961,Hyundai Solaris,2023,65794,133927,2023-02-21,1
45962,Hyundai Solaris,2016,315445,500345,2024-02-11,1
45963,Chevrolet Lacetti,2017,288875,666990,2024-02-13,1
45964,Renault Logan,2022,127414,205354,2023-02-01,1
45965,Geely Tugella,2020,270004,577464,2023-09-26,1
45966,Kia Rio,2023,54029,110544,2023-02-11,1
45967,Geely Tugella,2013,382820,709960,2024-01-24,1
45968,KIA Spectra,2023,57521,148061,2023-09-17,1
45969,Volkswagen Polo,2024,13716,20701,2023-09-10,1
45970,Chevrolet Lacetti,2016,341710,601780,2024-02-27,1
45971,Geely Tugella,2022,145846,248354,2023-08-08,1
45972,EXEED TXL,2022,110866,219184,2023-03-04,1
45973,Geely Tugella,2022,146676,264558,2023-08-27,1
45974,KIA Spectra,2022,126880,209730,2023-11-11,1
45975,Hyundai Solaris,2023,63626,145507,2023-11-06,1
45976,Chery Tiggo 7 Pro,2023,69648,108234,2023-04-17,1
45977,Chery Tiggo 7 Pro,2023,76207,124751,2023-10-15,1
45978,Hyundai Accent,2017,292610,633430,2024-05-24,1
45979,Nissan Note,2021,207075,422583,2023-04-16,1
45980,LADA (VAZ) Vesta,2014,290630,692290,2024-05-23,1
45981,Chevrolet Aveo,2023,61230,142148,2023-03-25,1
45982,Volkswagen Polo,2021,169545,371667,2023-08-14,1
45983,Chery Tiggo 4,2024,8535,17420,2023-09-11,1
45984,Kia Rio,2017,383910,714320,2024-03-29,1
45985,Chery Tiggo 7 Pro,2018,325800,570555,2024-05-25,1
45986,Chery Tiggo 4,2020,208820,572940,2023-06-25,1
45987,Kia Rio,2022,133690,296408,2023-02-12,1
45988,Haval F7,2015,392785,522270,2024-04-27,1
45989,Chery Tiggo 7 Pro,2020,302036,496940,2023-12-08,1
45990,Volkswagen Polo,2022,154388,297522,2023-09-06,1
45991,Renault Logan,2023,62688,122498,2023-06-21,1
45992,Haval F7,2021,212160,405873,2023-09-26,1
45993,Volkswagen Polo,2014,258245,575350,2024-05-04,1
45994,Renault Logan,2021,201591,340581,2023-10-23,1
45995,Haval F7,2023,66759,123664,2023-09-29,1
45996,Chery Tiggo 7 Pro,2019,342940,710110,2024-03-21,1
45997,EXEED TXL,2024,9506,14498,2023-01-16,1
45998,Nissan Note,2022,158558,218318,2023-10-17,1
45999,KIA Spectra,2014,277005,678625,2024-04-01,1
46000,Chevrolet Aveo,2015,317365,527970,2024-02-24,1
46001,Chery Tiggo 7 Pro,2024,24393,7620,2023-07-04,1
46002,KIA Spectra,2021,205923,440547,2023-03-09,1
46003,KIA Spectra,2020,215064,585684,2023-03-15,1
46004,EXEED TXL,2023,63038,142001,2023-01-29,1
46005,Chery Tiggo 4,2023,51901,103221,2023-03-17,1
46006,Volkswagen Polo,2024,5112,10038,2023-04-05,1
46007,Chevrolet Aveo,2016,308545,668750,2024-04-07,1
46008,Renault Logan,2024,13844,4830,2023-06-25,1
46009,Hyundai Accent,2019,337420,678450,2024-02-14,1
46010,Hyundai Accent,2020,255240,568952,2023-05-13,1
46011,Nissan Note,2018,289270,539560,2024-03-09,1
46012,KIA Spectra,2021,193287,301401,2023-09-08,1
46013,Nissan Note,2022,105372,279340,2023-07-19,1
46014,Volkswagen Polo,2021,238368,313323,2023-05-18,1
46015,Hyundai Solaris,2023,76133,142550,2023-09-14,1
46016,Renault Logan,2022,144436,295318,2023-01-04,1
46017,Hyundai Accent,2021,168591,445302,2023-10-22,1
46018,Renault Logan,2024,2463,10498,2023-05-14,1
46019,Renault Logan,2021,185049,338118,2023-11-13,1
46020,Nissan Note,2014,337355,691310,2024-05-05,1
46021,Nissan Note,2016,280435,598875,2024-04-07,1
46022,Chevrolet Lacetti,2018,347975,656255,2024-03-05,1
46023,EXEED TXL,2018,306295,680115,2024-01-17,1
46024,Renault Logan,2024,1716,11642,2023-04-07,1
46025,Chevrolet Lacetti,2020,265968,407548,2023-02-10,1
46026,LADA (VAZ) Vesta,2022,131200,226336,2023-09-11,1
46027,Chery Tiggo 7 Pro,2021,163314,318468,2023-05-24,1
46028,Chevrolet Lacetti,2020,251952,581560,2023-02-11,1
46029,Volkswagen Polo,2019,335745,515670,2024-02-26,1
46030,Chery Tiggo 7 Pro,2023,56029,100038,2023-12-16,1
46031,Haval F7,2018,339130,743975,2024-03-11,1
46032,Hyundai Accent,2021,236442,369348,2023-03-18,1
46033,EXEED TXL,2024,8695,10358,2023-05-25,1
46034,Geely Tugella,2018,357140,563450,2024-01-27,1
46035,Chery Tiggo 7 Pro,2018,350195,585970,2024-03-24,1
46036,Volkswagen Polo,2016,306775,727470,2024-05-06,1
46037,Hyundai Solaris,2023,52094,134005,2023-10-27,1
46038,Haval F7,2024,20762,18948,2023-03-31,1
46039,Hyundai Accent,2023,52537,143868,2023-10-24,1
46040,Chevrolet Aveo,2024,10027,22772,2023-11-07,1
46041,Nissan Note,2018,380590,589690,2024-03-23,1
46042,Chery Tiggo 4,2022,126746,274364,2023-10-05,1
46043,Geely Tugella,2024,19079,14053,2023-03-04,1
46044,Chevrolet Aveo,2019,252450,715625,2023-12-27,1
46045,EXEED TXL,2024,11211,6432,2023-01-04,1
46046,Renault Logan,2019,339555,612250,2024-04-11,1
46047,Volkswagen Polo,2022,106884,288132,2023-07-16,1
46048,Geely Tugella,2024,18963,19251,2023-06-11,1
46049,Volkswagen Polo,2017,327960,669315,2024-05-08,1
46050,Geely Tugella,2024,6532,26790,2023-08-03,1
46051,Volkswagen Polo,2020,296564,400532,2023-04-21,1
46052,LADA (VAZ) Vesta,2017,392995,620395,2024-03-21,1
46053,EXEED TXL,2018,338735,623325,2024-03-23,1
46054,KIA Spectra,2023,77074,132925,2023-08-28,1
46055,Hyundai Solaris,2014,325640,508805,2024-06-10,1
46056,LADA (VAZ) Vesta,2017,316750,690640,2024-05-29,1
46057,Haval F7,2021,152580,320211,2023-07-17,1
46058,Haval F7,2024,18980,11533,2023-04-25,1
46059,LADA (VAZ) Vesta,2017,283425,571275,2024-03-17,1
46060,Renault Logan,2018,264985,728815,2024-03-07,1
46061,Geely Tugella,2019,390850,551180,2023-12-31,1
46062,Chevrolet Lacetti,2013,336675,506485,2024-04-18,1
46063,Chevrolet Aveo,2018,370630,679210,2024-04-25,1
46064,Hyundai Solaris,2022,114592,295492,2023-03-07,1
46065,Renault Logan,2023,62644,139779,2023-03-29,1
46066,Hyundai Accent,2020,224312,420944,2023-07-27,1
46067,Haval F7,2024,6432,4864,2023-05-27,1
46068,Haval F7,2019,349160,676160,2024-02-19,1
46069,Nissan Note,2013,258125,584465,2024-02-16,1
46070,Hyundai Accent,2016,384150,632995,2024-02-08,1
46071,Haval F7,2021,155832,319701,2023-11-19,1
46072,Geely Tugella,2021,195015,409935,2023-06-24,1
46073,Nissan Note,2013,386810,747380,2024-02-12,1
46074,Nissan Note,2022,125682,203154,2023-09-20,1
46075,Chery Tiggo 4,2018,373070,581980,2024-02-24,1
46076,Hyundai Accent,2020,202756,525852,2023-12-06,1
46077,Kia Rio,2013,314935,639275,2024-01-14,1
46078,Nissan Note,2016,250225,518890,2024-01-04,1
46079,Chevrolet Lacetti,2016,267455,627560,2024-05-01,1
46080,Renault Logan,2020,218704,448732,2023-04-10,1
46081,Hyundai Solaris,2021,238968,368610,2023-07-09,1
